date,region,zone,division_code,division,ponderation,indice,var_mensuelle_pct,var_annuelle_pct,indice_ma3
2022-03-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,92.74,1.1893071467539373,5.123554749489911,91.52666666666669
2022-04-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,93.9,1.2508087125296719,6.2337368480597455,92.76333333333334
2022-05-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,95.31,1.5015974440894642,7.2103487064116845,93.98333333333333
2022-06-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,96.45,1.1960969468051585,7.885906040268442,95.22000000000001
2022-07-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,97.025,0.596163815448425,8.226436140546568,96.26166666666667
2022-08-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,97.6,0.5926307652666774,9.147841646164157,97.02499999999999
2022-09-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,98.12,0.5327868852459172,9.926058704907014,97.58166666666666
2022-10-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,98.62,0.5095801059926686,10.486220031369031,98.11333333333333
2022-11-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,98.84,0.22307848306630795,11.118605958403593,98.52666666666669
2022-12-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,97.47,-1.386078510724409,10.13559322033899,98.31
2023-01-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,97.1,-0.37960398071201773,7.661603281960305,97.80333333333334
2023-02-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,97.89,0.8135942327497592,6.80851063829786,97.48666666666666
2023-03-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,98.71,0.837674941260591,6.437351736036234,97.89999999999999
2023-04-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,99.44,0.7395400668625207,5.899893503727371,98.67999999999999
2023-05-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,100.17,0.7341110217216507,5.099150141643061,99.44
2023-06-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,100.78,0.6089647599081482,4.489372731985486,100.13
2023-07-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,100.94,0.1587616590593255,4.035042514815768,100.63
2023-08-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,101.16,0.21795125817316574,3.6475409836065564,100.96
2023-09-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,101.52,0.3558718861210064,3.465144720750102,101.20666666666666
2023-10-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,101.42,-0.09850275807722353,2.839180693571275,101.36666666666667
2023-11-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,101.34,-0.07887990534410916,2.5293403480372234,101.42666666666666
2023-12-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,99.65,-1.6676534438523793,2.236585616087017,100.80333333333334
2024-01-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,99.09,-0.5619668840943337,2.0494335736354286,100.02666666666669
2024-02-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,99.28,0.19174487839337395,1.4199611809173618,99.33999999999999
2024-03-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,99.84,0.5640612409347323,1.1447675007598024,99.40333333333335
2024-04-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,100.34,0.5008012820512775,0.905068382944485,99.82000000000001
2024-05-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,100.92,0.5780346820809301,0.7487271638215054,100.36666666666667
2024-06-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,101.41,0.4855330955211956,0.6251240325461316,100.89
2024-07-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,101.57,0.15777536732077824,0.6241331484049928,101.3
2024-08-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,101.33,-0.23629024318203573,0.16805061289046908,101.43666666666665
2024-09-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,101.45,0.11842494818909977,-0.0689519306540487,101.45
2024-10-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,101.72,0.2661409561360184,0.29579964504042877,101.5
2024-11-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,101.78,0.05898545025559976,0.4341819617130538,101.64999999999999
2024-12-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,100.0,-1.7488701120062844,0.351229302558953,101.16666666666667
2025-01-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,99.78,-0.21999999999999797,0.6963366636391077,100.52
2025-02-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,100.22,0.4409701342954486,0.9468170829975753,100.0
2025-03-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,100.79,0.568748752743975,0.951522435897445,100.26333333333334
2025-04-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,101.51,0.7143565829943466,1.1660354793701533,100.83999999999999
2025-05-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,102.44,0.9161658949857099,1.5061434799841456,101.58
2025-06-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,102.86,0.4099960952752779,1.4298392663445458,102.27
2025-07-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,103.58,0.6999805560956585,1.978930786649613,102.96
2025-08-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,103.41,-0.16412434832979717,2.0526991019441443,103.28333333333335
2025-09-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,103.59,0.17406440382943256,2.1094135041892503,103.52666666666666
2025-10-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,103.87,0.27029636065256657,2.113645300825806,103.62333333333333
2025-11-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,104.08,0.20217579666890195,2.259775987423862,103.84666666666665
2025-12-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,102.45,-1.5661029976940744,2.4499999999999966,103.46666666666668
2026-01-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,100.48,-1.9228892142508558,0.701543395470039,102.33666666666666
2026-02-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,100.83,0.3483280254777066,0.6086609459189818,101.25333333333333
2026-03-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,102.13,1.2892988197956923,1.3294969739061413,101.14666666666666
2026-04-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,102.55,0.4112405757368043,1.0245296029947726,101.83666666666666
2026-05-01,Saint-Louis,Nord,D05,"Meubles, articles de ménage et entretien courant",51,102.83,0.27303754266212454,0.3807106598984866,102.50333333333333
2018-01-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,84.59,,,84.59
2018-02-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,84.59,0.0,,84.59
2018-03-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,84.81,0.2600780234070177,,84.66333333333334
2018-04-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.02,0.2476123098691163,,84.80666666666667
2018-05-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.28,0.3058103975535298,,85.03666666666668
2018-06-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.57,0.3400562851782363,,85.29
2018-07-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.47,-0.11686338670093832,,85.44
2018-08-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.66,0.22230022230020907,,85.56666666666666
2018-09-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.24,-0.4903105300023358,,85.45666666666666
2018-10-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.45,0.2463632097606805,,85.45
2018-11-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,84.78,-0.7840842598010545,,85.15666666666665
2018-12-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,84.67,-0.12974758197688008,,84.96666666666667
2019-01-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,84.97,0.35431675918271566,0.44922567679395176,84.80666666666666
2019-02-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.46,0.5766741202777315,1.0284903652914013,85.03333333333332
2019-03-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.62,0.18722209220689567,0.9550760523523216,85.35000000000001
2019-04-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.82,0.23359028264422488,0.9409550693954438,85.63333333333333
2019-05-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.9,0.09321836401772199,0.7270168855534775,85.78000000000002
2019-06-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.31,0.4772991850989561,0.8647890615870235,86.01
2019-07-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.38499999999999,0.0868960722975265,1.0705510705510513,86.19833333333334
2019-08-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.46,0.0868206285813633,0.9339248190520566,86.38499999999999
2019-09-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.16,-0.3469812630117919,1.0793054903801114,86.335
2019-10-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.79,-0.4294336118848552,0.3978935049736787,86.13666666666666
2019-11-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.2,-0.6877258421727483,0.4953998584571906,85.71666666666665
2019-12-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.2,0.0,0.625959607889448,85.39666666666666
2020-01-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.28,1.2676056338028152,1.541720607273156,85.56
2020-02-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.64,0.4172461752433909,1.3807629300257585,86.04
2020-03-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.04,0.4616805170821747,1.6584910067741099,86.65333333333335
2020-04-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.18,0.16084558823530326,1.5847121883011184,86.95333333333333
2020-05-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.92,0.8488185363615397,2.351571594877755,87.38
2020-06-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.41,0.5573248407643172,2.4330900243308973,87.83666666666666
2020-07-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.17,-0.271462504241593,2.0663309602361624,88.16666666666667
2020-08-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.25,0.0907338096858279,2.0703215359703986,88.27666666666666
2020-09-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.01,-0.2719546742209533,2.1471680594243425,88.14333333333333
2020-10-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.6,-0.4658561527099314,2.1098030073434915,87.95333333333333
2020-11-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.06,-0.6164383561643727,2.183098591549304,87.55666666666666
2020-12-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.02,-0.045945325063179165,2.136150234741785,87.22666666666667
2021-01-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.48,0.5286141116984666,1.3908205841446586,87.18666666666667
2021-02-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.81,0.37722908093278384,1.350415512465375,87.43666666666667
2021-03-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.19,0.43275253387995427,1.3212316176470562,87.82666666666667
2021-04-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.72,0.6009751672525265,1.7664601972929406,88.24000000000001
2021-05-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.27,0.6199278629395844,1.5354868061874472,88.72666666666667
2021-06-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.75,0.5376946342556366,1.515665648682285,89.24666666666667
2021-07-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.78,0.03342618384400975,1.826017919927403,89.60000000000001
2021-08-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.75,-0.03341501447984285,1.6997167138810276,89.76
2021-09-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.67,-0.08913649025069637,1.886149301215756,89.73333333333335
2021-10-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.18,-0.5464480874316835,1.803652968036551,89.53333333333335
2021-11-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.28,0.11213276519397297,2.549965541006194,89.37666666666667
2021-12-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.09,-0.21281362007168347,2.3787635026430776,89.18333333333334
2022-01-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,90.64,1.73981367156808,3.61225422953817,89.67
2022-02-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,91.82,1.3018534863195041,4.566678054891238,90.51666666666667
2022-03-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,92.62,0.8712698758440496,5.023245265903165,91.69333333333333
2022-04-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,93.91,1.3927877348304918,5.849864743011723,92.78333333333335
2022-05-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,95.51,1.7037589181130963,6.990030245323187,94.01333333333334
2022-06-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,96.55,1.0888912155795127,7.57660167130918,95.32333333333334
2022-07-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,97.3,0.7767995857068888,8.37603029627978,96.45333333333333
2022-08-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,97.79,0.5035971223021685,8.95821727019499,97.21333333333332
2022-09-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.39,0.6135596686777767,9.724545555927278,97.82666666666667
2022-10-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.76,0.37605447708100037,10.742318905584213,98.31333333333333
2022-11-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.96,0.20251113811258215,10.842293906810019,98.70333333333333
2022-12-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,97.42,-1.5561843168957035,9.350095409136827,98.38
2023-01-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,97.05,-0.379798809279408,7.071932921447477,97.81
2023-02-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.02,0.9994848016486424,6.75234153779134,97.49666666666667
2023-03-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.77,0.7651499693940078,6.640034549773266,97.94666666666666
2023-04-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.45,0.6884681583476882,5.899265253966579,98.74666666666667
2023-05-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.01,0.563097033685267,4.711548528949838,99.41000000000001
2023-06-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.88,0.8699130086991191,4.484722941481101,100.11333333333334
2023-07-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.17,0.2874702616970648,3.9773895169578743,100.68666666666667
2023-08-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.37,0.1976870613818349,3.660906023110755,101.14
2023-09-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.16,-0.20716188221368004,2.815326760849679,101.23333333333333
2023-10-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.37,0.20759193357058336,2.6427703523693724,101.3
2023-11-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.55,0.17756732761171623,2.6172190784155225,101.36
2023-12-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.74,-1.7823732151649452,2.3814411825087145,100.88666666666667
2024-01-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.92,-0.8221375576498824,1.926841834106141,100.07000000000001
2024-02-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.42,0.5054589567327072,1.4282799428688042,99.36
2024-03-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.86,0.44256688795010213,1.1035739597043737,99.39999999999999
2024-04-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.27,0.41057480472661556,0.8245349421819981,99.85000000000001
2024-05-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.8,0.5285728532961054,0.789921007899208,100.30999999999999
2024-06-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.12,0.31746031746031633,0.23790642347343294,100.73
2024-07-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.6,0.4746835443037778,0.42502718197092726,101.17333333333333
2024-08-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.29,-0.30511811023621327,-0.07891881227187758,101.33666666666666
2024-09-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.46,0.16783492941059297,0.29655990510082386,101.45
2024-10-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.68,0.2168342203824336,0.3058103975535298,101.47666666666667
2024-11-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.93,0.24586939417781117,0.37419990152636196,101.69
2024-12-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.94,-1.952320219758663,0.20052135552437456,101.18333333333334
2025-01-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.65,-0.29017410446267045,0.7379700768297637,100.50666666666666
2025-02-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.98,0.33115905669844903,0.563266948300134,99.85666666666667
2025-03-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.87,0.8901780356071143,1.01141598237533,100.16666666666667
2025-04-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.34,0.46594626747298307,1.0671187792959058,100.73
2025-05-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.13,0.7795539767120552,1.3194444444444509,101.44666666666666
2025-06-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.85,0.7049838441202327,1.7108386075949333,102.10666666666667
2025-07-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.0,0.1458434613514914,1.3779527559055094,102.66000000000001
2025-08-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.32,0.3106796116504773,2.004146510020721,103.05666666666667
2025-09-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.49,0.16453735965931138,2.0007884880741234,103.26999999999998
2025-10-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.86,0.35752246593874215,2.143981117230509,103.55666666666666
2025-11-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,104.0,0.13479684190256247,2.0308054547238275,103.78333333333332
2025-12-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.21,-1.7211538461538556,2.271362817690603,103.35666666666667
2026-01-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.13,-2.035025927013012,0.48168590065227335,102.11333333333333
2026-02-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.08,0.9487666034155628,1.100220044008804,101.13999999999999
2026-03-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.0,0.9101701622477254,1.1202537920095068,101.07
2026-04-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.23,0.22549019607842613,0.8782316952832048,101.77
2026-05-01,Thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.08,0.8314584759855137,0.9301870165475457,102.43666666666667
2018-01-01,Dakar,Ouest,D06,Santé,42,88.74,,,88.74
2018-02-01,Dakar,Ouest,D06,Santé,42,89.08,0.3831417624521105,,88.91
2018-03-01,Dakar,Ouest,D06,Santé,42,88.94,-0.15716210148181142,,88.92
2018-04-01,Dakar,Ouest,D06,Santé,42,89.37,0.48347200359792897,,89.13
2018-05-01,Dakar,Ouest,D06,Santé,42,89.16,-0.23497818059752262,,89.15666666666668
2018-06-01,Dakar,Ouest,D06,Santé,42,89.5,0.38133692238673245,,89.34333333333332
2018-07-01,Dakar,Ouest,D06,Santé,42,89.49,-0.011173184357549104,,89.38333333333333
2018-08-01,Dakar,Ouest,D06,Santé,42,89.29,-0.22348865795059902,,89.42666666666666
2018-09-01,Dakar,Ouest,D06,Santé,42,89.3,0.01119946242580383,,89.36
2018-10-01,Dakar,Ouest,D06,Santé,42,89.26,-0.04479283314668958,,89.28333333333335
2018-11-01,Dakar,Ouest,D06,Santé,42,88.89,-0.4145193815819015,,89.14999999999999
2018-12-01,Dakar,Ouest,D06,Santé,42,88.6,-0.3262459219259828,,88.91666666666667
2019-01-01,Dakar,Ouest,D06,Santé,42,89.18,0.6546275395034051,0.4958305161145038,88.89
2019-02-01,Dakar,Ouest,D06,Santé,42,89.13,-0.05606638259700869,0.05612932195779852,88.97000000000001
2019-03-01,Dakar,Ouest,D06,Santé,42,89.36,0.258050039268487,0.47222846863053114,89.22333333333331
2019-04-01,Dakar,Ouest,D06,Santé,42,89.59,0.2573858549686614,0.24616761776883322,89.36
2019-05-01,Dakar,Ouest,D06,Santé,42,89.57,-0.02232392008038042,0.4598474652310447,89.50666666666666
2019-06-01,Dakar,Ouest,D06,Santé,42,89.72,0.16746678575416674,0.24581005586592486,89.62666666666667
2019-07-01,Dakar,Ouest,D06,Santé,42,90.05,0.3678109674543073,0.6257682422617039,89.77999999999999
2019-08-01,Dakar,Ouest,D06,Santé,42,89.86,-0.2109938922820631,0.6383693582707961,89.87666666666667
2019-09-01,Dakar,Ouest,D06,Santé,42,89.45,-0.4562653015802276,0.1679731243001248,89.78666666666668
2019-10-01,Dakar,Ouest,D06,Santé,42,89.72,0.30184460592508344,0.5153484203450631,89.67666666666666
2019-11-01,Dakar,Ouest,D06,Santé,42,89.47,-0.2786446723138658,0.6524918438519434,89.54666666666667
2019-12-01,Dakar,Ouest,D06,Santé,42,89.22,-0.2794232703699606,0.6997742663656936,89.47000000000001
2020-01-01,Dakar,Ouest,D06,Santé,42,89.78,0.6276619592019861,0.6727965911639266,89.49
2020-02-01,Dakar,Ouest,D06,Santé,42,90.28,0.5569169079973291,1.290250196342435,89.76
2020-03-01,Dakar,Ouest,D06,Santé,42,90.51,0.2547629596809875,1.2869292748433292,90.19
2020-04-01,Dakar,Ouest,D06,Santé,42,91.12,0.6739586785990515,1.7077798861480087,90.63666666666667
2020-05-01,Dakar,Ouest,D06,Santé,42,91.19,0.07682177348551367,1.8086412861449297,90.94
2020-06-01,Dakar,Ouest,D06,Santé,42,91.46,0.2960850970501028,1.9393669193044971,91.25666666666666
2020-07-01,Dakar,Ouest,D06,Santé,42,91.46,0.0,1.565796779566897,91.37
2020-08-01,Dakar,Ouest,D06,Santé,42,91.5,0.043734966105413164,1.8250612063209548,91.47333333333331
2020-09-01,Dakar,Ouest,D06,Santé,42,91.3,-0.21857923497268228,2.0681945220793585,91.42
2020-10-01,Dakar,Ouest,D06,Santé,42,91.16,-0.15334063526835084,1.6049933125278582,91.32
2020-11-01,Dakar,Ouest,D06,Santé,42,90.69,-0.5155770074594113,1.3635855594053892,91.05
2020-12-01,Dakar,Ouest,D06,Santé,42,90.54,-0.16539861065165695,1.479488903833226,90.79666666666667
2021-01-01,Dakar,Ouest,D06,Santé,42,90.88,0.3755246299977699,1.2252171975941195,90.70333333333333
2021-02-01,Dakar,Ouest,D06,Santé,42,91.27,0.42913732394367354,1.09658839167035,90.89666666666666
2021-03-01,Dakar,Ouest,D06,Santé,42,91.67,0.43826010737373355,1.2816263396309813,91.27333333333333
2021-04-01,Dakar,Ouest,D06,Santé,42,91.75,0.08726955383440149,0.691395961369623,91.56333333333333
2021-05-01,Dakar,Ouest,D06,Santé,42,92.1,0.3814713896457711,0.997916438205948,91.83999999999999
2021-06-01,Dakar,Ouest,D06,Santé,42,92.5,0.43431053203040193,1.1371091187404314,92.11666666666667
2021-07-01,Dakar,Ouest,D06,Santé,42,92.51,0.010810810810824023,1.1480428602667958,92.37
2021-08-01,Dakar,Ouest,D06,Santé,42,92.67,0.17295427521348827,1.2786885245901658,92.56
2021-09-01,Dakar,Ouest,D06,Santé,42,92.13,-0.582712852055689,0.9090909090909038,92.43666666666667
2021-10-01,Dakar,Ouest,D06,Santé,42,92.19,0.06512536633018762,1.1298815269855211,92.33
2021-11-01,Dakar,Ouest,D06,Santé,42,92.07,-0.13016596160104754,1.5216672179953594,92.13
2021-12-01,Dakar,Ouest,D06,Santé,42,91.78,-0.3149777343325666,1.369560415286064,92.01333333333332
2022-01-01,Dakar,Ouest,D06,Santé,42,93.1,1.438221834822384,2.4427816901408494,92.31666666666666
2022-02-01,Dakar,Ouest,D06,Santé,42,93.88,0.837808807733631,2.8596472006135576,92.92
2022-03-01,Dakar,Ouest,D06,Santé,42,94.84,1.022582019599505,3.4580560706883423,93.94
2022-04-01,Dakar,Ouest,D06,Santé,42,95.94,1.1598481653310788,4.566757493188001,94.88666666666666
2022-05-01,Dakar,Ouest,D06,Santé,42,96.66,0.7504690431519689,4.9511400651465864,95.81333333333333
2022-06-01,Dakar,Ouest,D06,Santé,42,97.31,0.6724601696668886,5.200000000000005,96.63666666666666
2022-07-01,Dakar,Ouest,D06,Santé,42,97.98,0.6885212208406211,5.9128742838612025,97.31666666666666
2022-08-01,Dakar,Ouest,D06,Santé,42,98.58,0.6123698714023185,6.377468436387179,97.95666666666666
