date,region,produit,division_code,categorie,unite,prix_moyen
2022-09-01,THIÈS,Farine de blé,D01,Alimentaire,kg,"491,1"
01/10/2022,Thiès ,Farine de blé,D01,Alimentaire,kg,
Novembre 2022,Thiès ,Farine de blé,D01,Alimentaire,kg,490.8
2022-12-01,THIÈS,Farine de blé,D01,Alimentaire,kg,450.3
2023-01-01,Thiès ,Farine de blé,D01,Alimentaire,kg,464.7
2023-02-01,thiès,Farine de blé,D01,Alimentaire,kg,465.7
2023-03-01,THIÈS,Farine de blé,D01,Alimentaire,kg,"482,7"
01/04/2023,THIÈS,Farine de blé,D01,Alimentaire,kg,486.8
Mai 2023,THIÈS,Farine de blé,D01,Alimentaire,kg,530.5
2023-06-01,thiès,Farine de blé,D01,Alimentaire,kg,524.1
01/07/2023,THIÈS,Farine de blé,D01,Alimentaire,kg,"516,0"
Août 2023,THIÈS,Farine de blé,D01,Alimentaire,kg,"537,0"
01/09/2023,Thiès ,Farine de blé,D01,Alimentaire,kg,510.0
2023-10-01,thiès,Farine de blé,D01,Alimentaire,kg,508.2
2023-11-01,thiès,Farine de blé,D01,Alimentaire,kg,503.8
2023-12-01,THIÈS,Farine de blé,D01,Alimentaire,kg,"482,3"
2024-01-01,thiès,Farine de blé,D01,Alimentaire,kg,452.7
2024-02-01,thiès,Farine de blé,D01,Alimentaire,kg,487.7
01/03/2024,THIÈS,Farine de blé,D01,Alimentaire,kg,492.6
01/04/2024,thiès,Farine de blé,D01,Alimentaire,kg,504.9
Mai 2024,THIÈS,Farine de blé,D01,Alimentaire,kg,"520,5"
Juin 2024,Thiès ,Farine de blé,D01,Alimentaire,kg,513.1
2024-07-01,Thiès ,Farine de blé,D01,Alimentaire,kg,533.7
01/08/2024,Thiès ,Farine de blé,D01,Alimentaire,kg,511.9
Septembre 2024,thiès,Farine de blé,D01,Alimentaire,kg,514.3
2024-10-01,Thiès ,Farine de blé,D01,Alimentaire,kg,508.6
Novembre 2024,THIÈS,Farine de blé,D01,Alimentaire,kg,508.9
2024-12-01,Thiès ,Farine de blé,D01,Alimentaire,kg,473.1
01/01/2025,THIÈS,Farine de blé,D01,Alimentaire,kg,493.2
Février 2025,THIÈS,Farine de blé,D01,Alimentaire,kg,497.3
01/03/2025,THIÈS,Farine de blé,D01,Alimentaire,kg,497.7
01/04/2025,thiès,Farine de blé,D01,Alimentaire,kg,506.7
01/05/2025,THIÈS,Farine de blé,D01,Alimentaire,kg,"517,8"
01/06/2025,THIÈS,Farine de blé,D01,Alimentaire,kg,546.1
Juillet 2025,THIÈS,Farine de blé,D01,Alimentaire,kg,537.7
Août 2025,THIÈS,Farine de blé,D01,Alimentaire,kg,554.2
2025-09-01,Thiès ,Farine de blé,D01,Alimentaire,kg,525.8
01/10/2025,THIÈS,Farine de blé,D01,Alimentaire,kg,513.7
Novembre 2025,THIÈS,Farine de blé,D01,Alimentaire,kg,516.9
01/12/2025,THIÈS,Farine de blé,D01,Alimentaire,kg,"490,3"
01/01/2026,thiès,Farine de blé,D01,Alimentaire,kg,481.6
Février 2026,Thiès ,Farine de blé,D01,Alimentaire,kg,502.6
Mars 2026,thiès,Farine de blé,D01,Alimentaire,kg,511.6
2026-04-01,THIÈS,Farine de blé,D01,Alimentaire,kg,526.9
Mai 2026,THIÈS,Farine de blé,D01,Alimentaire,kg,541.8
Janvier 2018,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,353.2
2018-02-01,saint-louis,Farine de blé,D01,Alimentaire,kg,373.1
Mars 2018,saint-louis,Farine de blé,D01,Alimentaire,kg,380.0
01/04/2018,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,396.0
2018-05-01,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,403.0
01/06/2018,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,401.9
01/07/2018,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,"412,0"
01/08/2018,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,396.5
2018-09-01,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,392.0
Octobre 2018,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,377.5
01/11/2018,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,374.4
2018-12-01,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,363.0
01/01/2019,saint-louis,Farine de blé,D01,Alimentaire,kg,381.2
01/02/2019,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,389.1
2019-03-01,saint-louis,Farine de blé,D01,Alimentaire,kg,389.6
Avril 2019,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,4056.0
01/05/2019,saint-louis,Farine de blé,D01,Alimentaire,kg,390.5
Juin 2019,saint-louis,Farine de blé,D01,Alimentaire,kg,397.0
Juillet 2019,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,406.4
2019-08-01,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,404.4
2019-09-01,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,393.5
Octobre 2019,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,372.0
01/11/2019,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,384.2
2019-12-01,saint-louis,Farine de blé,D01,Alimentaire,kg,386.2
2020-01-01,saint-louis,Farine de blé,D01,Alimentaire,kg,385.8
01/02/2020,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,390.8
01/03/2020,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,"394,7"
2020-04-01,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,398.2
2020-05-01,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,416.7
01/06/2020,saint-louis,Farine de blé,D01,Alimentaire,kg,"441,2"
01/07/2020,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,421.1
2020-08-01,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,414.7
2020-09-01,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,417.9
2020-10-01,saint-louis,Farine de blé,D01,Alimentaire,kg,407.0
01/11/2020,saint-louis,Farine de blé,D01,Alimentaire,kg,3813.0
2020-12-01,saint-louis,Farine de blé,D01,Alimentaire,kg,380.0
2021-01-01,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,381.4
Février 2021,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,392.4
Mars 2021,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,411.4
01/04/2021,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,408.4
2021-05-01,saint-louis,Farine de blé,D01,Alimentaire,kg,435.8
Juin 2021,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,"434,9"
Juillet 2021,saint-louis,Farine de blé,D01,Alimentaire,kg,455.1
Août 2021,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,432.8
2021-09-01,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,420.2
01/10/2021,saint-louis,Farine de blé,D01,Alimentaire,kg,415.1
Novembre 2021,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,398.5
2021-12-01,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,381.8
2022-01-01,saint-louis,Farine de blé,D01,Alimentaire,kg,404.7
2022-02-01,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,"416,6"
01/03/2022,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,421.7
01/04/2022,saint-louis,Farine de blé,D01,Alimentaire,kg,453.9
2022-05-01,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,453.2
Juin 2022,saint-louis,Farine de blé,D01,Alimentaire,kg,"482,5"
01/07/2022,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,493.7
2022-08-01,saint-louis,Farine de blé,D01,Alimentaire,kg,491.3
Septembre 2022,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,"480,4"
Octobre 2022,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,475.5
2022-11-01,saint-louis,Farine de blé,D01,Alimentaire,kg,461.8
Décembre 2022,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,454.2
2023-01-01,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,454.3
Février 2023,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,454.7
01/03/2023,saint-louis,Farine de blé,D01,Alimentaire,kg,479.8
2023-04-01,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,496.2
2023-05-01,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,507.2
Juin 2023,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,544.2
01/07/2023,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,519.5
01/08/2023,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,
Septembre 2023,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,503.2
01/10/2023,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,487.6
2023-11-01,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,494.7
Décembre 2023,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,464.2
01/01/2024,saint-louis,Farine de blé,D01,Alimentaire,kg,461.1
2024-02-01,saint-louis,Farine de blé,D01,Alimentaire,kg,468.7
Mars 2024,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,476.6
Avril 2024,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,483.0
2024-05-01,saint-louis,Farine de blé,D01,Alimentaire,kg,509.1
01/06/2024,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,531.3
Juillet 2024,saint-louis,Farine de blé,D01,Alimentaire,kg,"525,7"
Août 2024,saint-louis,Farine de blé,D01,Alimentaire,kg,534.5
2024-09-01,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,517.1
Octobre 2024,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,504.6
2024-11-01,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,509.2
01/12/2024,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,472.9
01/01/2025,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,472.7
2025-02-01,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,480.6
Mars 2025,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,
2025-04-01,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,5104.0
Mai 2025,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,"518,4"
Juin 2025,saint-louis,Farine de blé,D01,Alimentaire,kg,541.3
01/07/2025,saint-louis,Farine de blé,D01,Alimentaire,kg,528.8
01/08/2025,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,538.8
2025-09-01,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,529.4
Octobre 2025,saint-louis,Farine de blé,D01,Alimentaire,kg,513.4
Novembre 2025,saint-louis,Farine de blé,D01,Alimentaire,kg,512.5
01/12/2025,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,475.1
2026-01-01,saint-louis,Farine de blé,D01,Alimentaire,kg,475.9
01/02/2026,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,481.0
Mars 2026,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,531.5
Avril 2026,Saint-Louis ,Farine de blé,D01,Alimentaire,kg,519.3
2026-05-01,SAINT-LOUIS,Farine de blé,D01,Alimentaire,kg,525.2
Janvier 2018,diourbel,Farine de blé,D01,Alimentaire,kg,350.1
2018-02-01,diourbel,Farine de blé,D01,Alimentaire,kg,374.1
01/03/2018,DIOURBEL,Farine de blé,D01,Alimentaire,kg,370.4
01/04/2018,DIOURBEL,Farine de blé,D01,Alimentaire,kg,377.1
2018-05-01,Diourbel ,Farine de blé,D01,Alimentaire,kg,394.7
2018-06-01,diourbel,Farine de blé,D01,Alimentaire,kg,"402,6"
Juillet 2018,diourbel,Farine de blé,D01,Alimentaire,kg,402.6
01/08/2018,Diourbel ,Farine de blé,D01,Alimentaire,kg,392.9
Septembre 2018,diourbel,Farine de blé,D01,Alimentaire,kg,"385,3"
01/10/2018,Diourbel ,Farine de blé,D01,Alimentaire,kg,375.8
01/11/2018,diourbel,Farine de blé,D01,Alimentaire,kg,367.8
2018-12-01,Diourbel ,Farine de blé,D01,Alimentaire,kg,363.3
01/01/2019,DIOURBEL,Farine de blé,D01,Alimentaire,kg,371.4
Février 2019,Diourbel ,Farine de blé,D01,Alimentaire,kg,368.7
2019-03-01,DIOURBEL,Farine de blé,D01,Alimentaire,kg,370.9
01/04/2019,Diourbel ,Farine de blé,D01,Alimentaire,kg,386.4
01/05/2019,diourbel,Farine de blé,D01,Alimentaire,kg,402.8
Juin 2019,diourbel,Farine de blé,D01,Alimentaire,kg,388.1
2019-07-01,Diourbel ,Farine de blé,D01,Alimentaire,kg,388.5
2019-08-01,diourbel,Farine de blé,D01,Alimentaire,kg,405.2
2019-09-01,Diourbel ,Farine de blé,D01,Alimentaire,kg,400.9
2019-10-01,Diourbel ,Farine de blé,D01,Alimentaire,kg,369.2
Novembre 2019,Diourbel ,Farine de blé,D01,Alimentaire,kg,370.6
2019-12-01,DIOURBEL,Farine de blé,D01,Alimentaire,kg,361.7
01/01/2020,Diourbel ,Farine de blé,D01,Alimentaire,kg,368.5
2020-02-01,diourbel,Farine de blé,D01,Alimentaire,kg,379.0
Mars 2020,DIOURBEL,Farine de blé,D01,Alimentaire,kg,376.9
01/04/2020,Diourbel ,Farine de blé,D01,Alimentaire,kg,390.1
01/05/2020,Diourbel ,Farine de blé,D01,Alimentaire,kg,407.3
Juin 2020,Diourbel ,Farine de blé,D01,Alimentaire,kg,415.7
2020-07-01,Diourbel ,Farine de blé,D01,Alimentaire,kg,408.2
Août 2020,diourbel,Farine de blé,D01,Alimentaire,kg,418.6
01/09/2020,diourbel,Farine de blé,D01,Alimentaire,kg,"399,2"
01/10/2020,DIOURBEL,Farine de blé,D01,Alimentaire,kg,388.3
2020-11-01,diourbel,Farine de blé,D01,Alimentaire,kg,
2020-12-01,DIOURBEL,Farine de blé,D01,Alimentaire,kg,375.2
Janvier 2021,Diourbel ,Farine de blé,D01,Alimentaire,kg,385.8
Février 2021,Diourbel ,Farine de blé,D01,Alimentaire,kg,378.6
Mars 2021,Diourbel ,Farine de blé,D01,Alimentaire,kg,385.3
2021-04-01,diourbel,Farine de blé,D01,Alimentaire,kg,406.2
Mai 2021,Diourbel ,Farine de blé,D01,Alimentaire,kg,420.5
2021-06-01,DIOURBEL,Farine de blé,D01,Alimentaire,kg,
Juillet 2021,diourbel,Farine de blé,D01,Alimentaire,kg,416.3
01/08/2021,Diourbel ,Farine de blé,D01,Alimentaire,kg,425.0
Septembre 2021,Diourbel ,Farine de blé,D01,Alimentaire,kg,408.3
2021-10-01,Diourbel ,Farine de blé,D01,Alimentaire,kg,392.4
Novembre 2021,diourbel,Farine de blé,D01,Alimentaire,kg,
01/12/2021,DIOURBEL,Farine de blé,D01,Alimentaire,kg,"385,0"
01/01/2022,Diourbel ,Farine de blé,D01,Alimentaire,kg,409.7
01/02/2022,diourbel,Farine de blé,D01,Alimentaire,kg,412.6
Mars 2022,diourbel,Farine de blé,D01,Alimentaire,kg,431.4
01/04/2022,DIOURBEL,Farine de blé,D01,Alimentaire,kg,445.8
01/05/2022,Diourbel ,Farine de blé,D01,Alimentaire,kg,440.8
01/06/2022,DIOURBEL,Farine de blé,D01,Alimentaire,kg,"467,6"
2022-07-01,Diourbel ,Farine de blé,D01,Alimentaire,kg,482.6
Août 2022,Diourbel ,Farine de blé,D01,Alimentaire,kg,486.4
Septembre 2022,DIOURBEL,Farine de blé,D01,Alimentaire,kg,459.9
01/10/2022,diourbel,Farine de blé,D01,Alimentaire,kg,468.5
Novembre 2022,Diourbel ,Farine de blé,D01,Alimentaire,kg,
2022-12-01,diourbel,Farine de blé,D01,Alimentaire,kg,449.2
2023-01-01,Diourbel ,Farine de blé,D01,Alimentaire,kg,"446,7"
Février 2023,diourbel,Farine de blé,D01,Alimentaire,kg,462.8
Mars 2023,DIOURBEL,Farine de blé,D01,Alimentaire,kg,480.0
Avril 2023,DIOURBEL,Farine de blé,D01,Alimentaire,kg,490.5
2023-05-01,DIOURBEL,Farine de blé,D01,Alimentaire,kg,509.8
01/06/2023,diourbel,Farine de blé,D01,Alimentaire,kg,507.6
Juillet 2023,Diourbel ,Farine de blé,D01,Alimentaire,kg,542.0
2023-08-01,DIOURBEL,Farine de blé,D01,Alimentaire,kg,495.7
Septembre 2023,DIOURBEL,Farine de blé,D01,Alimentaire,kg,494.5
Octobre 2023,diourbel,Farine de blé,D01,Alimentaire,kg,498.5
2023-11-01,DIOURBEL,Farine de blé,D01,Alimentaire,kg,487.8
01/12/2023,diourbel,Farine de blé,D01,Alimentaire,kg,468.0
Janvier 2024,diourbel,Farine de blé,D01,Alimentaire,kg,465.5
Février 2024,DIOURBEL,Farine de blé,D01,Alimentaire,kg,447.2
Mars 2024,DIOURBEL,Farine de blé,D01,Alimentaire,kg,494.0
Avril 2024,DIOURBEL,Farine de blé,D01,Alimentaire,kg,490.9
Mai 2024,diourbel,Farine de blé,D01,Alimentaire,kg,518.6
Juin 2024,DIOURBEL,Farine de blé,D01,Alimentaire,kg,"493,3"
Juillet 2024,Diourbel ,Farine de blé,D01,Alimentaire,kg,518.3
2024-08-01,DIOURBEL,Farine de blé,D01,Alimentaire,kg,504.7
01/09/2024,DIOURBEL,Farine de blé,D01,Alimentaire,kg,5074.0
01/10/2024,diourbel,Farine de blé,D01,Alimentaire,kg,494.9
01/11/2024,diourbel,Farine de blé,D01,Alimentaire,kg,
2024-12-01,Diourbel ,Farine de blé,D01,Alimentaire,kg,456.7
Janvier 2025,DIOURBEL,Farine de blé,D01,Alimentaire,kg,"464,3"
Février 2025,Diourbel ,Farine de blé,D01,Alimentaire,kg,471.7
01/03/2025,Diourbel ,Farine de blé,D01,Alimentaire,kg,491.8
Avril 2025,diourbel,Farine de blé,D01,Alimentaire,kg,512.6
2025-05-01,diourbel,Farine de blé,D01,Alimentaire,kg,518.8
Juin 2025,diourbel,Farine de blé,D01,Alimentaire,kg,"513,4"
2025-07-01,Diourbel ,Farine de blé,D01,Alimentaire,kg,530.5
Août 2025,DIOURBEL,Farine de blé,D01,Alimentaire,kg,552.4
01/09/2025,Diourbel ,Farine de blé,D01,Alimentaire,kg,534.1
01/10/2025,DIOURBEL,Farine de blé,D01,Alimentaire,kg,477.3
Novembre 2025,Diourbel ,Farine de blé,D01,Alimentaire,kg,
2025-12-01,DIOURBEL,Farine de blé,D01,Alimentaire,kg,"491,2"
Janvier 2026,diourbel,Farine de blé,D01,Alimentaire,kg,"465,4"
01/02/2026,diourbel,Farine de blé,D01,Alimentaire,kg,
Mars 2026,diourbel,Farine de blé,D01,Alimentaire,kg,492.4
01/04/2026,diourbel,Farine de blé,D01,Alimentaire,kg,515.5
2026-05-01,DIOURBEL,Farine de blé,D01,Alimentaire,kg,511.4
01/01/2018,Kaolack ,Farine de blé,D01,Alimentaire,kg,372.3
01/02/2018,kaolack,Farine de blé,D01,Alimentaire,kg,367.9
Mars 2018,kaolack,Farine de blé,D01,Alimentaire,kg,369.8
01/04/2018,kaolack,Farine de blé,D01,Alimentaire,kg,395.8
01/05/2018,kaolack,Farine de blé,D01,Alimentaire,kg,383.9
2018-06-01,kaolack,Farine de blé,D01,Alimentaire,kg,397.0
2018-07-01,kaolack,Farine de blé,D01,Alimentaire,kg,397.0
01/08/2018,KAOLACK,Farine de blé,D01,Alimentaire,kg,413.8
01/09/2018,KAOLACK,Farine de blé,D01,Alimentaire,kg,382.8
01/10/2018,kaolack,Farine de blé,D01,Alimentaire,kg,361.6
2018-11-01,KAOLACK,Farine de blé,D01,Alimentaire,kg,364.8
Décembre 2018,kaolack,Farine de blé,D01,Alimentaire,kg,367.3
Janvier 2019,kaolack,Farine de blé,D01,Alimentaire,kg,373.0
2019-02-01,kaolack,Farine de blé,D01,Alimentaire,kg,389.1
2019-03-01,KAOLACK,Farine de blé,D01,Alimentaire,kg,391.7
Avril 2019,kaolack,Farine de blé,D01,Alimentaire,kg,393.0
Mai 2019,Kaolack ,Farine de blé,D01,Alimentaire,kg,393.8
Juin 2019,kaolack,Farine de blé,D01,Alimentaire,kg,419.8
01/07/2019,KAOLACK,Farine de blé,D01,Alimentaire,kg,404.0
Août 2019,kaolack,Farine de blé,D01,Alimentaire,kg,396.7
Septembre 2019,kaolack,Farine de blé,D01,Alimentaire,kg,389.8
2019-10-01,kaolack,Farine de blé,D01,Alimentaire,kg,373.1
01/11/2019,kaolack,Farine de blé,D01,Alimentaire,kg,370.2
2019-12-01,Kaolack ,Farine de blé,D01,Alimentaire,kg,366.7
Janvier 2020,kaolack,Farine de blé,D01,Alimentaire,kg,379.8
Février 2020,Kaolack ,Farine de blé,D01,Alimentaire,kg,377.6
2020-03-01,KAOLACK,Farine de blé,D01,Alimentaire,kg,381.0
2020-04-01,KAOLACK,Farine de blé,D01,Alimentaire,kg,390.1
2020-05-01,kaolack,Farine de blé,D01,Alimentaire,kg,415.8
2020-06-01,KAOLACK,Farine de blé,D01,Alimentaire,kg,421.9
2020-07-01,Kaolack ,Farine de blé,D01,Alimentaire,kg,417.3
Août 2020,Kaolack ,Farine de blé,D01,Alimentaire,kg,412.5
01/09/2020,kaolack,Farine de blé,D01,Alimentaire,kg,"409,9"
Octobre 2020,Kaolack ,Farine de blé,D01,Alimentaire,kg,406.6
01/11/2020,Kaolack ,Farine de blé,D01,Alimentaire,kg,"379,9"
Décembre 2020,KAOLACK,Farine de blé,D01,Alimentaire,kg,"380,8"
Janvier 2021,kaolack,Farine de blé,D01,Alimentaire,kg,"390,7"
2021-02-01,kaolack,Farine de blé,D01,Alimentaire,kg,383.8
2021-03-01,Kaolack ,Farine de blé,D01,Alimentaire,kg,400.4
01/04/2021,KAOLACK,Farine de blé,D01,Alimentaire,kg,412.7
01/05/2021,KAOLACK,Farine de blé,D01,Alimentaire,kg,413.2
Juin 2021,Kaolack ,Farine de blé,D01,Alimentaire,kg,433.3
2021-07-01,Kaolack ,Farine de blé,D01,Alimentaire,kg,"432,9"
2021-08-01,KAOLACK,Farine de blé,D01,Alimentaire,kg,432.6
01/09/2021,kaolack,Farine de blé,D01,Alimentaire,kg,408.9
2021-10-01,Kaolack ,Farine de blé,D01,Alimentaire,kg,408.4
Novembre 2021,KAOLACK,Farine de blé,D01,Alimentaire,kg,410.2
2021-12-01,kaolack,Farine de blé,D01,Alimentaire,kg,410.3
Janvier 2022,Kaolack ,Farine de blé,D01,Alimentaire,kg,415.0
01/02/2022,Kaolack ,Farine de blé,D01,Alimentaire,kg,406.8
Mars 2022,KAOLACK,Farine de blé,D01,Alimentaire,kg,437.2
2022-04-01,Kaolack ,Farine de blé,D01,Alimentaire,kg,447.9
Mai 2022,kaolack,Farine de blé,D01,Alimentaire,kg,473.0
Juin 2022,kaolack,Farine de blé,D01,Alimentaire,kg,475.9
01/07/2022,KAOLACK,Farine de blé,D01,Alimentaire,kg,472.0
2022-08-01,Kaolack ,Farine de blé,D01,Alimentaire,kg,"484,5"
2022-09-01,KAOLACK,Farine de blé,D01,Alimentaire,kg,488.9
2022-10-01,Kaolack ,Farine de blé,D01,Alimentaire,kg,476.6
01/11/2022,KAOLACK,Farine de blé,D01,Alimentaire,kg,
Décembre 2022,Kaolack ,Farine de blé,D01,Alimentaire,kg,453.7
01/01/2023,KAOLACK,Farine de blé,D01,Alimentaire,kg,455.2
Février 2023,kaolack,Farine de blé,D01,Alimentaire,kg,465.6
Mars 2023,KAOLACK,Farine de blé,D01,Alimentaire,kg,472.2
Avril 2023,KAOLACK,Farine de blé,D01,Alimentaire,kg,491.9
Mai 2023,KAOLACK,Farine de blé,D01,Alimentaire,kg,524.0
Juin 2023,Kaolack ,Farine de blé,D01,Alimentaire,kg,
Juillet 2023,KAOLACK,Farine de blé,D01,Alimentaire,kg,518.7
2023-08-01,KAOLACK,Farine de blé,D01,Alimentaire,kg,514.4
01/09/2023,kaolack,Farine de blé,D01,Alimentaire,kg,502.7
01/10/2023,Kaolack ,Farine de blé,D01,Alimentaire,kg,490.4
Novembre 2023,KAOLACK,Farine de blé,D01,Alimentaire,kg,"487,6"
2023-12-01,KAOLACK,Farine de blé,D01,Alimentaire,kg,463.5
Janvier 2024,kaolack,Farine de blé,D01,Alimentaire,kg,462.7
01/02/2024,kaolack,Farine de blé,D01,Alimentaire,kg,464.0
Mars 2024,KAOLACK,Farine de blé,D01,Alimentaire,kg,"484,7"
Avril 2024,Kaolack ,Farine de blé,D01,Alimentaire,kg,503.9
01/05/2024,kaolack,Farine de blé,D01,Alimentaire,kg,"509,1"
Juin 2024,Kaolack ,Farine de blé,D01,Alimentaire,kg,498.7
2024-07-01,kaolack,Farine de blé,D01,Alimentaire,kg,527.2
2024-08-01,kaolack,Farine de blé,D01,Alimentaire,kg,516.9
01/09/2024,Kaolack ,Farine de blé,D01,Alimentaire,kg,"496,8"
01/10/2024,KAOLACK,Farine de blé,D01,Alimentaire,kg,504.6
2024-11-01,Kaolack ,Farine de blé,D01,Alimentaire,kg,474.6
Décembre 2024,KAOLACK,Farine de blé,D01,Alimentaire,kg,481.3
2025-01-01,KAOLACK,Farine de blé,D01,Alimentaire,kg,469.1
01/02/2025,KAOLACK,Farine de blé,D01,Alimentaire,kg,456.6
2025-03-01,kaolack,Farine de blé,D01,Alimentaire,kg,493.7
2025-04-01,kaolack,Farine de blé,D01,Alimentaire,kg,"503,7"
2025-05-01,kaolack,Farine de blé,D01,Alimentaire,kg,"516,7"
01/06/2025,kaolack,Farine de blé,D01,Alimentaire,kg,524.4
Juillet 2025,kaolack,Farine de blé,D01,Alimentaire,kg,"533,5"
2025-08-01,KAOLACK,Farine de blé,D01,Alimentaire,kg,"525,3"
Septembre 2025,Kaolack ,Farine de blé,D01,Alimentaire,kg,"503,0"
01/10/2025,kaolack,Farine de blé,D01,Alimentaire,kg,525.7
Novembre 2025,KAOLACK,Farine de blé,D01,Alimentaire,kg,501.7
01/12/2025,Kaolack ,Farine de blé,D01,Alimentaire,kg,480.1
01/01/2026,kaolack,Farine de blé,D01,Alimentaire,kg,461.3
01/02/2026,Kaolack ,Farine de blé,D01,Alimentaire,kg,490.5
Mars 2026,kaolack,Farine de blé,D01,Alimentaire,kg,487.2
01/04/2026,kaolack,Farine de blé,D01,Alimentaire,kg,516.5
Mai 2026,Kaolack ,Farine de blé,D01,Alimentaire,kg,522.7
01/01/2018,Kolda ,Farine de blé,D01,Alimentaire,kg,"372,7"
2018-02-01,Kolda ,Farine de blé,D01,Alimentaire,kg,373.1
2018-03-01,kolda,Farine de blé,D01,Alimentaire,kg,385.5
01/04/2018,kolda,Farine de blé,D01,Alimentaire,kg,401.0
2018-05-01,kolda,Farine de blé,D01,Alimentaire,kg,412.2
2018-06-01,kolda,Farine de blé,D01,Alimentaire,kg,409.3
01/07/2018,kolda,Farine de blé,D01,Alimentaire,kg,4152.0
2018-08-01,KOLDA,Farine de blé,D01,Alimentaire,kg,418.3
Septembre 2018,Kolda ,Farine de blé,D01,Alimentaire,kg,388.6
Octobre 2018,KOLDA,Farine de blé,D01,Alimentaire,kg,391.4
Novembre 2018,KOLDA,Farine de blé,D01,Alimentaire,kg,375.0
01/12/2018,KOLDA,Farine de blé,D01,Alimentaire,kg,"369,0"
2019-01-01,KOLDA,Farine de blé,D01,Alimentaire,kg,382.3
Février 2019,kolda,Farine de blé,D01,Alimentaire,kg,381.2
01/03/2019,Kolda ,Farine de blé,D01,Alimentaire,kg,385.0
01/04/2019,KOLDA,Farine de blé,D01,Alimentaire,kg,416.2
01/05/2019,Kolda ,Farine de blé,D01,Alimentaire,kg,422.9
2019-06-01,Kolda ,Farine de blé,D01,Alimentaire,kg,404.8
