date,region,zone,division_code,division,ponderation,indice
01/02/2025,diourbel,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,100.49
Mars 2025,diourbel,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.13
Avril 2025,diourbel,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.89
Mai 2025,DIOURBEL,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,102.57
01/06/2025,diourbel,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,103.1
2025-07-01,Diourbel ,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,
01/08/2025,diourbel,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,104.09
Septembre 2025,diourbel,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,104.75
Octobre 2025,Diourbel ,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,104.81
01/11/2025,DIOURBEL,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,105.32
2025-12-01,Diourbel ,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,103.34
Janvier 2026,diourbel,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,100.48
Février 2026,Diourbel ,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,101.6
01/03/2026,DIOURBEL,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,102.83
01/04/2026,DIOURBEL,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,103.26
Mai 2026,Diourbel ,Centre,D02,"Boissons alcoolisées, tabac et stupéfiants",9,103.73
2018-01-01,DIOURBEL,Centre,D03,Habillement et chaussures,62,85.16
Février 2018,Diourbel ,Centre,D03,Habillement et chaussures,62,85.17
2018-03-01,Diourbel ,Centre,D03,Habillement et chaussures,62,85.62
Avril 2018,Diourbel ,Centre,D03,Habillement et chaussures,62,86.14
Mai 2018,Diourbel ,Centre,D03,Habillement et chaussures,62,86.55
2018-06-01,diourbel,Centre,D03,Habillement et chaussures,62,87.09
2018-07-01,Diourbel ,Centre,D03,Habillement et chaussures,62,87.27
01/08/2018,Diourbel ,Centre,D03,Habillement et chaussures,62,86.85
01/09/2018,diourbel,Centre,D03,Habillement et chaussures,62,86.64
Octobre 2018,DIOURBEL,Centre,D03,Habillement et chaussures,62,85.97
Novembre 2018,DIOURBEL,Centre,D03,Habillement et chaussures,62,85.59
Décembre 2018,diourbel,Centre,D03,Habillement et chaussures,62,85.21
2019-01-01,DIOURBEL,Centre,D03,Habillement et chaussures,62,85.77
Février 2019,Diourbel ,Centre,D03,Habillement et chaussures,62,85.78
01/03/2019,diourbel,Centre,D03,Habillement et chaussures,62,86.41
2019-04-01,diourbel,Centre,D03,Habillement et chaussures,62,86.77
01/05/2019,diourbel,Centre,D03,Habillement et chaussures,62,87.24
Juin 2019,Diourbel ,Centre,D03,Habillement et chaussures,62,87.52
01/07/2019,diourbel,Centre,D03,Habillement et chaussures,62,87.83
2019-08-01,Diourbel ,Centre,D03,Habillement et chaussures,62,87.76
01/09/2019,diourbel,Centre,D03,Habillement et chaussures,62,87.29
Octobre 2019,diourbel,Centre,D03,Habillement et chaussures,62,87.04
Novembre 2019,DIOURBEL,Centre,D03,Habillement et chaussures,62,86.44
01/12/2019,Diourbel ,Centre,D03,Habillement et chaussures,62,85.88
Janvier 2020,diourbel,Centre,D03,Habillement et chaussures,62,86.63
Février 2020,Diourbel ,Centre,D03,Habillement et chaussures,62,87.08
2020-03-01,DIOURBEL,Centre,D03,Habillement et chaussures,62,87.5
01/04/2020,Diourbel ,Centre,D03,Habillement et chaussures,62,88.47
Mai 2020,Diourbel ,Centre,D03,Habillement et chaussures,62,89.06
01/06/2020,DIOURBEL,Centre,D03,Habillement et chaussures,62,89.59
Juillet 2020,diourbel,Centre,D03,Habillement et chaussures,62,89.81
Août 2020,Diourbel ,Centre,D03,Habillement et chaussures,62,89.73
2020-09-01,Diourbel ,Centre,D03,Habillement et chaussures,62,89.08
2020-10-01,DIOURBEL,Centre,D03,Habillement et chaussures,62,88.47
01/11/2020,Diourbel ,Centre,D03,Habillement et chaussures,62,88.13
01/12/2020,DIOURBEL,Centre,D03,Habillement et chaussures,62,87.66
Janvier 2021,DIOURBEL,Centre,D03,Habillement et chaussures,62,87.87
Février 2021,diourbel,Centre,D03,Habillement et chaussures,62,88.28
01/03/2021,DIOURBEL,Centre,D03,Habillement et chaussures,62,88.91
2021-04-01,diourbel,Centre,D03,Habillement et chaussures,62,89.66
Mai 2021,DIOURBEL,Centre,D03,Habillement et chaussures,62,90.14
01/06/2021,DIOURBEL,Centre,D03,Habillement et chaussures,62,90.68
01/07/2021,diourbel,Centre,D03,Habillement et chaussures,62,90.94
Août 2021,Diourbel ,Centre,D03,Habillement et chaussures,62,90.83
Septembre 2021,DIOURBEL,Centre,D03,Habillement et chaussures,62,90.54
Octobre 2021,DIOURBEL,Centre,D03,Habillement et chaussures,62,90.25
Novembre 2021,diourbel,Centre,D03,Habillement et chaussures,62,89.69
2021-12-01,DIOURBEL,Centre,D03,Habillement et chaussures,62,89.45
2022-01-01,DIOURBEL,Centre,D03,Habillement et chaussures,62,90.63
01/02/2022,diourbel,Centre,D03,Habillement et chaussures,62,91.81
Mars 2022,diourbel,Centre,D03,Habillement et chaussures,62,93.27
01/04/2022,diourbel,Centre,D03,Habillement et chaussures,62,94.74
01/05/2022,Diourbel ,Centre,D03,Habillement et chaussures,62,96.01
Juin 2022,DIOURBEL,Centre,D03,Habillement et chaussures,62,97.32
Juillet 2022,DIOURBEL,Centre,D03,Habillement et chaussures,62,98.36
01/08/2022,Diourbel ,Centre,D03,Habillement et chaussures,62,98.49
01/09/2022,diourbel,Centre,D03,Habillement et chaussures,62,98.58
01/10/2022,DIOURBEL,Centre,D03,Habillement et chaussures,62,98.7
Novembre 2022,Diourbel ,Centre,D03,Habillement et chaussures,62,98.71
Décembre 2022,diourbel,Centre,D03,Habillement et chaussures,62,97.16
2023-01-01,Diourbel ,Centre,D03,Habillement et chaussures,62,97.01
Février 2023,Diourbel ,Centre,D03,Habillement et chaussures,62,97.4
01/03/2023,diourbel,Centre,D03,Habillement et chaussures,62,98.31
Avril 2023,Diourbel ,Centre,D03,Habillement et chaussures,62,99.42
01/05/2023,DIOURBEL,Centre,D03,Habillement et chaussures,62,100.42
01/06/2023,diourbel,Centre,D03,Habillement et chaussures,62,101.13
01/07/2023,DIOURBEL,Centre,D03,Habillement et chaussures,62,101.49
01/08/2023,DIOURBEL,Centre,D03,Habillement et chaussures,62,101.53
2023-09-01,Diourbel ,Centre,D03,Habillement et chaussures,62,101.59
2023-10-01,DIOURBEL,Centre,D03,Habillement et chaussures,62,101.26
Novembre 2023,DIOURBEL,Centre,D03,Habillement et chaussures,62,101.1
01/12/2023,diourbel,Centre,D03,Habillement et chaussures,62,99.19
01/01/2024,diourbel,Centre,D03,Habillement et chaussures,62,98.69
01/02/2024,Diourbel ,Centre,D03,Habillement et chaussures,62,99.0
01/03/2024,Diourbel ,Centre,D03,Habillement et chaussures,62,99.67
01/04/2024,DIOURBEL,Centre,D03,Habillement et chaussures,62,100.37
01/05/2024,DIOURBEL,Centre,D03,Habillement et chaussures,62,101.1
Juin 2024,Diourbel ,Centre,D03,Habillement et chaussures,62,101.55
01/07/2024,Diourbel ,Centre,D03,Habillement et chaussures,62,101.87
Août 2024,Diourbel ,Centre,D03,Habillement et chaussures,62,101.96
01/09/2024,DIOURBEL,Centre,D03,Habillement et chaussures,62,101.59
Octobre 2024,Diourbel ,Centre,D03,Habillement et chaussures,62,101.44
2024-11-01,diourbel,Centre,D03,Habillement et chaussures,62,101.39
Décembre 2024,DIOURBEL,Centre,D03,Habillement et chaussures,62,99.73
2025-01-01,Diourbel ,Centre,D03,Habillement et chaussures,62,99.18
01/02/2025,DIOURBEL,Centre,D03,Habillement et chaussures,62,99.78
01/03/2025,DIOURBEL,Centre,D03,Habillement et chaussures,62,100.53
01/04/2025,diourbel,Centre,D03,Habillement et chaussures,62,101.09
2025-05-01,Diourbel ,Centre,D03,Habillement et chaussures,62,102.29
01/06/2025,diourbel,Centre,D03,Habillement et chaussures,62,103.01
2025-07-01,DIOURBEL,Centre,D03,Habillement et chaussures,62,103.4
2025-08-01,Diourbel ,Centre,D03,Habillement et chaussures,62,103.73
01/09/2025,diourbel,Centre,D03,Habillement et chaussures,62,103.33
01/10/2025,Diourbel ,Centre,D03,Habillement et chaussures,62,103.31
01/11/2025,diourbel,Centre,D03,Habillement et chaussures,62,102.91
01/12/2025,DIOURBEL,Centre,D03,Habillement et chaussures,62,101.56
2026-01-01,DIOURBEL,Centre,D03,Habillement et chaussures,62,
2026-02-01,Diourbel ,Centre,D03,Habillement et chaussures,62,100.3
01/03/2026,DIOURBEL,Centre,D03,Habillement et chaussures,62,101.7
Avril 2026,Diourbel ,Centre,D03,Habillement et chaussures,62,102.41
Mai 2026,Diourbel ,Centre,D03,Habillement et chaussures,62,103.07
01/01/2018,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,77.81
2018-02-01,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,78.06
01/03/2018,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,78.2
01/04/2018,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,78.46
01/05/2018,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,78.68
01/06/2018,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.06
01/07/2018,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.25
01/08/2018,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.34
Septembre 2018,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,78.82
01/10/2018,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,78.38
2018-11-01,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,78.0
Décembre 2018,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,77.98
Janvier 2019,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,78.38
01/02/2019,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,78.79
2019-03-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.13
Avril 2019,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.49
2019-05-01,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.79
Juin 2019,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.16
2019-07-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.21
2019-08-01,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.99
01/09/2019,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.03
01/10/2019,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.4
Novembre 2019,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,79.18
2019-12-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,78.56
2020-01-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.23
01/02/2020,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,80.65
01/03/2020,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.05
Avril 2020,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.78
01/05/2020,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.44
01/06/2020,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.84
2020-07-01,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.14
01/08/2020,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.78
01/09/2020,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.45
01/10/2020,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.21
Novembre 2020,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.74
2020-12-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.21
Janvier 2021,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,81.87
2021-02-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,82.31
01/03/2021,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.08
2021-04-01,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,83.56
2021-05-01,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.42
Juin 2021,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,85.05
01/07/2021,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,85.12
Août 2021,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,85.24
2021-09-01,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.89
01/10/2021,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.61
2021-11-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.23
2021-12-01,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,84.33
2022-01-01,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,86.31
2022-02-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,87.96
2022-03-01,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,89.62
Avril 2022,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,91.31
Mai 2022,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,93.21
2022-06-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,95.03
01/07/2022,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,95.92
Août 2022,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,96.59
2022-09-01,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,97.42
Octobre 2022,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,97.85
01/11/2022,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,98.79
Décembre 2022,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,96.28
01/01/2023,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,96.1
2023-02-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,97.17
01/03/2023,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,97.69
Avril 2023,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.08
01/05/2023,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.51
2023-06-01,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.1
2023-07-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.23
01/08/2023,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.57
Septembre 2023,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.09
2023-10-01,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.1
01/11/2023,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.97
Décembre 2023,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.53
Janvier 2024,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,98.65
Février 2024,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.2
01/03/2024,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.94
Avril 2024,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.58
01/05/2024,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.21
Juin 2024,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.49
01/07/2024,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.8
Août 2024,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.16
01/09/2024,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.05
Octobre 2024,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.43
01/11/2024,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.69
Décembre 2024,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.11
01/01/2025,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,99.74
Février 2025,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.53
Mars 2025,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.46
2025-04-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,102.49
01/05/2025,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.4
2025-06-01,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,104.11
2025-07-01,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,104.5
2025-08-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,104.72
01/09/2025,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,105.19
01/10/2025,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,105.68
2025-11-01,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,105.94
01/12/2025,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.2
01/01/2026,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,100.24
2026-02-01,Diourbel ,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,101.69
Mars 2026,diourbel,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.03
2026-04-01,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,103.52
2026-05-01,DIOURBEL,Centre,D04,"Logement, eau, électricité, gaz et autres combustibles",105,104.88
2018-01-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,83.84
2018-02-01,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,83.97
Mars 2018,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,84.18
2018-04-01,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,84.37
2018-05-01,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,84.59
01/06/2018,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,85.14
01/07/2018,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,85.03
Août 2018,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,
Septembre 2018,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,84.7
Octobre 2018,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,84.22
2018-11-01,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,84.24
01/12/2018,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,83.79
Janvier 2019,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,84.43
Février 2019,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,84.3
Mars 2019,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,84.49
Avril 2019,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,85.11
Mai 2019,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,85.27
01/06/2019,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,85.34
2019-07-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,85.74
01/08/2019,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,85.86
2019-09-01,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,85.54
01/10/2019,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,85.04
Novembre 2019,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,84.79
01/12/2019,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,84.7
01/01/2020,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,85.64
01/02/2020,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,85.76
01/03/2020,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,86.25
01/04/2020,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,86.8
01/05/2020,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,87.34
2020-06-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,
2020-07-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,87.79
2020-08-01,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,87.84
2020-09-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,87.53
Octobre 2020,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,87.08
2020-11-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,86.89
2020-12-01,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,86.36
2021-01-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,87.11
01/02/2021,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,87.29
2021-03-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,88.11
2021-04-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,88.06
Mai 2021,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,88.65
Juin 2021,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,89.23
2021-07-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,89.36
01/08/2021,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,89.56
Septembre 2021,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,89.05
2021-10-01,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,89.03
01/11/2021,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,88.84
Décembre 2021,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,88.64
2022-01-01,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,90.03
2022-02-01,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,91.47
Mars 2022,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,92.71
Avril 2022,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,93.98
Mai 2022,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,95.28
Juin 2022,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,96.41
Juillet 2022,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,97.13
01/08/2022,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,97.85
2022-09-01,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,98.21
Octobre 2022,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,98.43
2022-11-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,98.68
Décembre 2022,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,97.22
2023-01-01,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,97.26
01/02/2023,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,97.79
01/03/2023,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,98.55
2023-04-01,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,99.39
01/05/2023,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,100.06
2023-06-01,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,101.03
01/07/2023,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,101.05
2023-08-01,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,101.13
2023-09-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,101.43
01/10/2023,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,101.19
01/11/2023,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,101.39
2023-12-01,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,99.87
Janvier 2024,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,98.78
01/02/2024,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,99.49
2024-03-01,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,99.99
2024-04-01,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,100.21
2024-05-01,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,100.85
Juin 2024,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,101.38
Juillet 2024,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,101.37
2024-08-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,101.64
Septembre 2024,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,101.52
Octobre 2024,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,101.69
Novembre 2024,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,101.76
2024-12-01,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,100.23
2025-01-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,100.02
01/02/2025,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,100.27
Mars 2025,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,100.71
01/04/2025,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,101.42
Mai 2025,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,102.36
01/06/2025,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,103.17
Juillet 2025,diourbel,Centre,D05,"Meubles, articles de ménage et entretien courant",51,103.32
2025-08-01,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,103.39
2025-09-01,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,103.83
01/10/2025,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,103.91
Novembre 2025,DIOURBEL,Centre,D05,"Meubles, articles de ménage et entretien courant",51,104.06
01/12/2025,Diourbel ,Centre,D05,"Meubles, articles de ménage et entretien courant",51,102.28
